msg_id,speaker,text,label,tactic,stage,platform,urgency,subtlety_level,scam_subtype,tactic_urgency,tactic_fomo,tactic_sunk_cost,tactic_social_proof
LEGIT_0040,hr,"Hi Nuwanthi, offer letter attached. Please review and confirm by Friday.",0,,offer_announcement,Email,medium,,,0,0,0,0
LEGIT_0041,hr,"Welcome aboard Chamari! First day this coming Monday, Matara office. Casual dress.",0,,offer_announcement,LinkedIn,low,,,0,0,0,0
SCAM_0042,manager,U already cleared 2 rounds. Don't lose this now over 1500.,1,"fomo,sunk_cost,urgency",sunk_cost_followup,WhatsApp,high,medium,sunk_cost,1,1,1,0
SCAM_0043,hr,Congrats Priya! You passed the screening. To confim your Qatar seat pay LKR 4500 to our agent. Once received we process your papers same day.,1,urgency,urgency_pressure,LinkedIn,high,medium,direct_payment,1,0,0,0
LEGIT_0044,manager,"📢 Hi Nisha, I wanted to follow up personally after last week's panel interview. The feedback from the team was genuinely positive — your experience and problem-solving approach stood out. The decision is currently with the business unit head and we're waiting on final sign-off before extending the offer. I know waiting is frustrating and I appreciate your patience. I'm expecting to have an update by end of this week at the latest. If anything changes before then I'll reach out immediately. Please feel free to check in if you'd like an update before then. 📩",0,,follow_up,Email,low,,,0,0,0,0
LEGIT_0045,hr,"Hi Nilufar, Lisa from Creative Software here. Quick update — your profile is still very much in consideration. Senior review meeting is tomorrow. Hoping to have news for you by Thursday.",0,,follow_up,Email,medium,,,0,0,0,0
LEGIT_0046,manager,"Hello Tharushi, Rohan here from LSEG Technology. Saw your experience on a referral from our network — impressive. We have a senior cloud engineer opening. Quick 15-minute intro call this week?",0,,initial_contact,WhatsApp,low,,,0,0,0,0
LEGIT_0047,manager,"hi tharindu, menaka from sampath bank here. quick update — your profile is still very much in consideration. senior review meeting is tomorrow. hoping to have news for you by thursday.",0,,follow_up,WhatsApp,low,,,0,0,0,0
SCAM_0048,manager,"Good news Nuwan! After reviewing your file, LinkEarn Solutions has confirmed your placement for the Canada opportunity. The final step is a seat confirmation deposit of LKR 8000. This is fully refundable upon arrival and is standard for all overseas placements. Please pay to our agent at 071 7975931 and send the receipt. We aim to process your visa documents within 48 hours of payment.",1,"sunk_cost,urgency",payment_request,Email,medium,medium,direct_payment,1,0,1,0
LEGIT_0049,hr,"Hi Rizna, I spoke with our HR director and the hiring manager regarding your compensation expectation. After some internal discussion, Sysco LABS is able to revise the offer to LKR 2500 fixed per month, with a performance-linked bonus of up to 20% annually based on KPIs. Benefits remain as previously outlined — medical for yourself and immediate family, transport allowance, and 21 days annual leave. We also discussed your request for an early performance review and can commit to a formal review at the 6-month mark with salary adjustment effective from that date. Please let me know if this works for you and we'll have the revised offer letter ready.",0,,follow_up,SMS,low,,,0,0,0,0
LEGIT_0050,recruiter,"👇 Hello Piyumi, Ajith here from Accenture Lanka. Saw your experience on a referral from our network — impressive. We have a senior product designer opening. Quick 15-minute intro call this week?",0,,initial_contact,SMS,low,,,0,0,0,0
LEGIT_0051,hr,"📲 Hi Ruwan, following up on our interview last week. Team was positive — finalizing decision by end of this week. Will update you as soon as I hear. 💰",0,,follow_up,Email,low,,,0,0,0,0
SCAM_0052,hr,Your Abu Dhabi placement requires a police clearance certificate. Fee is LKR 2000 through our authorized agent. Clearance usually takes 2 working days.,1,urgency,document_request,SMS,medium,medium,background_check,1,0,0,0
SCAM_0053,manager,typing job — send id photo to start. lkr 6000 daily.,1,urgency,initial_contact,Email,high,obvious,data_entry_typing,1,0,0,0
SCAM_0054,attacker,"hi anil, i want to have an honest conversation with you. you've invested three weeks in this process — you passed the interview, submitted your documents, completed the background check. your file is literally sitting at the bahrain employer's desk. the only thing standing between you and this opportunity is the final administrative fee of lkr 3500. i understand it might feel like a lot right now, but consider what you stand to gain — a salary that's 3–4x what you earn here, overseas experience, stability. don't let the last step undo everything you've already done. i'm here to help you get across the finish line.",1,"sunk_cost,urgency",sunk_cost_followup,SMS,high,medium,sunk_cost,1,0,1,0
LEGIT_0055,recruiter,"hi pradeep, formal offer sent. let us know if you have questions!",0,,qualification,Instagram,medium,,,0,0,0,0
LEGIT_0056,recruiter,"Hi Lahiru, we're really excited to have you joining WSO2! Your start date of next Tuesday is confirm karunaaed. On your first day, please report to our Dehiwela office by 9:00 AM — just ask for Michael at reception and they'll take you through the morning orientation. For the day, please bring your NIC (original), ur degree certificate or O/L results, and if u have it, your previous employer's service letter. Lunch is provided on the first day. Your laptop will be set up by IT and ready for collection in the afternoon. Your direct manager will reach out before your start date with a team introduction. See you soon!",0,,offer_announcement,LinkedIn,low,,,0,0,0,0
LEGIT_0057,recruiter,"Hi Tharushi, revised offer: LKR 6000 basic. Let us know.",0,,follow_up,SMS,low,,,0,0,0,0
LEGIT_0058,manager,"Hi Rajesh, Thilini from CodeGen International. Saw ur profile on TopJobs. Have an opening that fits. Interested?",0,,initial_contact,LinkedIn,low,,,0,0,0,0
LEGIT_0059,recruiter,"Hi Chamara, I'm Ethan from Brandix. Came across your profile on TopJobs and think your background aligns well with a data engineer role we're filling. Would you be open to hearing more?",0,,initial_contact,Email,low,,,0,0,0,0
SCAM_0060,attacker,📲 Bro you paid stage 1 already. Just one more step left.,1,sunk_cost,sunk_cost_followup,SMS,high,very subtle,sunk_cost,0,0,1,0
SCAM_0061,recruiter,👇 Send NIC photo (both sides) to this number urgently.,1,social_proof,document_request,Email,medium,medium,nic_request,0,0,0,1
LEGIT_0062,recruiter,"Hi Arjun, hope you're doing well. Following our discussion, Nations Trust Bank is pleased to formally extend an offer for the Marketing Executive role. The offer letter has been uploaded to your candidate portal at careers.ndbbank.lk/onboarding. Please review the compensation, probation terms, and benefits outlined in section 3. If there's anything you'd like to discuss before signing — particularly around the start date or notice period — feel free to reach out. We'd like to have your signed acceptance back by next Friday. Looking forward to having you on the team.",0,,qualification,WhatsApp,medium,,,0,0,0,0
LEGIT_0063,manager,"hi tharindu, we reviewed your counter-offer with the management. calcey technologies can go up to lkr 8000 with a 6-month early review. would that work for you?!",0,,follow_up,Email,low,,,0,0,0,0
SCAM_0064,recruiter,"🚀 Hi, as part of our identity verification and compliance process, all candidates are required to submit a biometric enrollment photo before their offer is finalized. This involves taking a clear selfie while holding your National Identity Card — ensure both your face and both sides of the NIC are visible in the photo. This is processed by our verification partner and is a mandatory requirement imposed by our overseas client as part of their compliance framework. Please send the photo to 071 6301494 and our HR team will acknowledge receipt within 30 minutes. Your data is handled under strict privacy protocols. 💰",1,"social_proof,urgency",document_request,LinkedIn,high,medium,selfie_id,1,0,0,1
LEGIT_0065,recruiter,"Hi Isuru, I'm Lisa from SLT-Mobitel. Came across ur profile on LinkedIn and think your background aligns well with a product designer role we're filling. Would you be open to hearing more?",0,,initial_contact,SMS,low,,,0,0,0,0
LEGIT_0066,recruiter,"Hey Rizna, just checking in. Any update on ur end?",0,,follow_up,SMS,medium,,,0,0,0,0
SCAM_0067,hr,Visa fee LKR 15000 — government requirement. Send asap.,1,urgency,payment_request,Email,high,very subtle,visa_scam,1,0,0,0
LEGIT_0068,hr,"hi danushka, we're pleased to extend a formal offer for the cybersecurity analyst position at 99x technology. salary and benefits as discussed. please review the attached letter and revert by end of this week.",0,,qualification,Telegram,medium,,,0,0,0,0
LEGIT_0069,manager,"Hi Rajesh, revised offer: LKR 2000 basic. Let us know.",0,,follow_up,Email,low,,,0,0,0,0
SCAM_0070,manager,"hi ruwan, i don't want to pressure you but i need to be honest — the team has already begun reviewing the next batch of candidates. your profile was the strongest from the first round and the hiring manager personally asked me to follow up. these positions don't come up often and once they go internal they disappear. i just need a yes or no so i can lock your file before end of day. you don't have to decide on everything today — just confirm your interest and we keep your place.",1,urgency,qualification,WhatsApp,medium,very subtle,subtle_pressure,1,0,0,0
SCAM_0071,attacker,Part-time typing job. Work from mobile or laptop. Pay LKR 6000 daily. Registration: send NIC copy to this number.,1,social_proof,initial_contact,LinkedIn,high,very subtle,data_entry_typing,0,0,0,1
LEGIT_0072,recruiter,"Hi Pratheek, apologies for the cold message — I know these can feel intrusive. I'm Nirosha from Cambio Software's talent acquisition team. I came across your profile on LinkedIn and your background in the field stood out, particularly ur experience and the type of projects you've worked on. We currently have an opening for a product designer role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,WhatsApp,low,,,0,0,0,0
SCAM_0073,attacker,"LKR 15000 for document clearance. One-time only, very urgent.",1,urgency,payment_request,SMS,high,very subtle,document_fee,1,0,0,0
LEGIT_0074,manager,"Hi Sameera, salary discussion update: the band for this role is LKR 5000–20000. We can position you at the top given your experience.",0,,follow_up,SMS,low,,,0,0,0,0
LEGIT_0075,hr,"Hi Zara, Sampath Bank team is still deciding. Hoping to come back to you this week.",0,,follow_up,Email,low,,,0,0,0,0
LEGIT_0076,manager,"Hi Danushka, we're really excited to have you joining Calcey Technologies! Your start date of the 1st is confirmed. On ur first day, please report to our Galle office by 9:00 AM — just ask for David at reception and they'll take you through the morning orientation. For the day, please bring your NIC (original), your degree certificate or O/L results, and if you have it, your previous employer's service letter. Lunch is provided on the first day. Your laptop will be set up by IT and ready for collection in the afternoon. Your direct manager will reach out before ur start date with a team introduction. See you soon!",0,,offer_announcement,SMS,low,,,0,0,0,0
SCAM_0077,hr,💼 Verification selfie needed: face + NIC card. Send to +94 77 268 2253.,1,social_proof,document_request,LinkedIn,high,obvious,selfie_id,0,0,0,1
SCAM_0078,hr,"⚡ Your offer is conditional on completing the company's mandatory induction program. The 3-day online course covers company systems, compliance, and role-specific content. Registration fee is LKR 2500, which includes study materials, the assessment, and the certification issued upon completion. This certification is recognized across all group companies. The fee is reimbursable after 90 days of confirmed employment. Please pay to register before the upcoming batch starts on Monday — seats are limited to 15 per session.",1,urgency,payment_request,LinkedIn,high,very subtle,training_fee,1,0,0,0
LEGIT_0079,manager,"Hi Chamindi, hope you're doing well. Following our discussion, LSEG Technology is pleased to formally extend an offer for the Mobile Developer role. The offer letter has been uploaded to your candidate portal at careers.ndbbank.lk/onboarding. Please review the compensation, probation terms, and benefits outlined in section 3. If there's anything you'd like to discuss before signing — particularly around the start date or notice period — feel free to reach out. We'd like to have your signed acceptance back by next Friday. Looking forward to having you on the team.",0,,offer_announcement,Email,low,,,0,0,0,0
SCAM_0080,attacker,"Good news Nandini! After reviewing your file, Lanka Overseas Jobs has confirmed your placement for the Malaysia opptunity. The final step is a seat confirmation deposit of LKR 10000. This is fully refundable upon arrival and is standard for all overseas placements. Please pay to our agent at +94 76 175 9767 and send the receipt. We aim to process your visa documents within 48 hours of payment.",1,"sunk_cost,urgency",payment_request,Email,high,very subtle,direct_payment,1,0,1,0
LEGIT_0081,hr,"Hi Chamindi, apologies for the cold message — I know these can feel intrusive. I'm Thilini from Exiqon Systems's talent acquisition team. I came across your profile on LinkedIn and your background in the field stood out, particularly ur experience and the type of projects you've worked on. We currently have an opening for a finance executive role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,SMS,low,,,0,0,0,0
SCAM_0082,hr,Urgent: we need 5 people for an online task right now. Pay is LKR 7500 per person for approximately 1 hour of work. Immediate start. Reply fast — slots fill quickly.,1,urgency,initial_contact,LinkedIn,high,very subtle,quick_task,1,0,0,0
LEGIT_0083,hr,"📢 Welcome aboard Rashmila! First day next Tuesday, Matara office. Casual dress.",0,,offer_announcement,LinkedIn,low,,,0,0,0,0
LEGIT_0084,recruiter,"Hi Vikram, SLT-Mobitel team is still deciding. Hoping to come back to you this week.",0,,follow_up,LinkedIn,low,,,0,0,0,0
SCAM_0085,manager,⚡ Part-time typing job. Work from mobile or laptop. Pay LKR 4500 daily. Registration: send NIC copy to this number. 📩,1,social_proof,initial_contact,WhatsApp,high,very subtle,data_entry_typing,0,0,0,1
SCAM_0086,manager,Home-based data entry opening. LKR 15000 per day for simple typing work. To register send your NIC photo and a selfie. We'll activate your account today.,1,"social_proof,urgency",initial_contact,Telegram,high,obvious,data_entry_typing,1,0,0,1
LEGIT_0087,hr,"Hello Dinesh, Lisa here from SLT-Mobitel. Saw your experience on your CV on our portal — impressive. We have a senior QA engineer opening. Quick 15-minute intro call this week?",0,,initial_contact,SMS,low,,,0,0,0,0
SCAM_0088,hr,👇 Verification selfie needed: face + NIC card. Send to +94 77 336 6135.,1,social_proof,document_request,LinkedIn,medium,obvious,selfie_id,0,0,0,1
SCAM_0089,attacker,6-digit code from your phone — send here to activate your offer.,1,social_proof,document_request,Email,high,obvious,otp_share,0,0,0,1
SCAM_0090,recruiter,⚡ Urgent: we need 5 people for an online task right now. Pay is LKR 5000 per person for approximately 1 hour of work. Immediate start. Reply fast — slots fill quickly.,1,urgency,initial_contact,WhatsApp,high,very subtle,quick_task,1,0,0,0
LEGIT_0091,hr,"Hi Chanaka, revised offer: LKR 12000 basic. Let us know.",0,,follow_up,Email,low,,,0,0,0,0
SCAM_0092,manager,Quick question Chamari — still open to new roles?,1,fomo,qualification,Telegram,low,very subtle,subtle_pressure,0,1,0,0
LEGIT_0093,manager,"✅ Hi Tharaka, I wanted to follow up personally after last week's panel interview. The feedback from the team was genuinely positive — your experience and problem-solving approach stood out. The decision is currently with the business unit head and we're waiting on final sign-off before extending the offer. I know waiting is frustrating and I appreciate your patience. I'm expecting to have an update by end of this week at the latest. If anything changes before then I'll reach out immediately. Please feel free to check in if you'd like an update before then. 🔐",0,,follow_up,SMS,medium,,,0,0,0,0
LEGIT_0094,recruiter,"Hi Rasheed, hope you're doing well. Following our discussion, Dialog Axiata is pleased to formally extend an offer for the Marketing Executive role. The offer letter has been uploaded to your candidate portal at careers.lseg.com. Please review the compensation, probation terms, and benefits outlined in section 3. If there's anything you'd like to discuss before signing — particularly around the start date or notice period — feel free to reach out. We'd like to have your signed acceptance back by next Friday. Looking forward to having you on the team.",0,,qualification,WhatsApp,low,,,0,0,0,0
LEGIT_0095,recruiter,"Hi Dinesh, Anusha from Mobitel. Saw ur profile on a referral from our network. Have an opening that fits. Interested?",0,,initial_contact,Instagram,low,,,0,0,0,0
SCAM_0096,manager,Online crypto trading assistant vacancy. You deposit USDT 300 as working capital — company doubles it. Withdraw profits daily.,1,social_proof,payment_request,Email,high,very subtle,crypto_recruiter,0,0,0,1
LEGIT_0097,recruiter,"Dear Nuwan, Dialog Axiata offer letter is ready for your review. Base salary, EPF/ETF, and leave policy are on page 2. Reply to confirm acceptance.",0,,offer_announcement,LinkedIn,medium,,,0,0,0,0
SCAM_0098,recruiter,"📢 Work from mobile. Rate products, earn LKR 2000 per session. 💰",1,social_proof,initial_contact,Email,medium,medium,high_hourly,0,0,0,1
SCAM_0099,manager,equipment deposit lkr 8000 — covers laptop and router. deducted from first salary or refunded after probation period.,1,"social_proof,urgency",payment_request,WhatsApp,medium,very subtle,equipment_deposit,1,0,0,1
SCAM_0100,hr,document processing fee lkr 10000. pay to our agent today!,1,urgency,payment_request,WhatsApp,high,obvious,document_fee,1,0,0,0
LEGIT_0101,manager,Welcome to Dialog Axiata Dinesh! Start date confirmed: the 1st. HR will be in touch.,0,,offer_announcement,Email,low,,,0,0,0,0
LEGIT_0102,manager,"Hi Ayesha, apologies for the cold message — I know these can feel intrusive. I'm Menaka from Exiqon Systems's talent acquisition team. I came across your profile on your CV on our portal and your background in the field stood out, particularly your experience and the type of projects you've worked on. We currently have an opening for a marketing lead role that I think aligns very closely with your trajectory. This is a direct hire position — not a vendor role. If you're open to a very casual 10-minute chat just to understand if there's a potential fit, I'd love to connect. No pressure if the timing isn't right.",0,,initial_contact,WhatsApp,low,,,0,0,0,0
SCAM_0103,manager,Today only task: LKR 3500 for completing a short data entry form. Estimated 40–45 minutes. Only 8 openings left. Confirm to get the link.,1,urgency,initial_contact,Telegram,high,very subtle,quick_task,1,0,0,0
LEGIT_0104,recruiter,"hi nisha, we're really excited to have you joining mas holdings! your start date of monday is confirmed. on your first day, please report to our gampaha office by 9:00 am — just ask for james at reception and they'll take you through the morning orientation. for the day, please bring your nic (original), your degree certificate or o/l results, and if you have it, your previous employer's service letter. lunch is provided on the first day. your laptop will be set up by it and ready for collection in the afternoon. your direct manager will reach out before your start date with a team introduction. see you soon!",0,,offer_announcement,Email,low,,,0,0,0,0
SCAM_0105,hr,Your interview slot confirmation link: rb.gy/l0ux8 — please click and select your preferred time. Link expires tonight so don't delay.,1,urgency,offer_announcement,WhatsApp,medium,medium,suspicious_link,1,0,0,0
LEGIT_0106,recruiter,"⚡ Hi Sameera, salary discussion update: the band for this role is LKR 5000–20000. We can position you at the top given your experience. 📩",0,,follow_up,WhatsApp,low,,,0,0,0,0
SCAM_0107,recruiter,"Mandatory 2-day training, LKR 1500 registration. Starts Monday.",1,urgency,qualification,LinkedIn,high,medium,training_fee,1,0,0,0
