msg_id,speaker,text,label,tactic,stage,platform,urgency,subtlety_level,scam_subtype,tactic_urgency,tactic_fomo,tactic_sunk_cost,tactic_social_proof
SC_SUNK_0011,recruiter,"Chamari, the New Zealand High Commission has accepted your visa application. The visa processing fee of GBP 80 must be paid within 48 hours to hold your application slot. You passed 2 rounds — don't let the file lapse now.",1,sunk_cost,document_request,LinkedIn,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0012,recruiter,"Dear Tharaka, your visa documentation for the Digital Marketing Specialist position in Switzerland is complete. The BrightScope Careers placement team has held your file, and all that remains is the LKR 7,500 visa processing fee payable to the embassy liaison. You have already done everything else.",1,sunk_cost,urgency_pressure,Telegram,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0013,manager,"Tharushi, the Australia visa processing fee is USD 75. This covers the consulate administration and the biometric slot booking. You completed four rounds and passed your medical — please don't let a standard fee hold you back.",1,sunk_cost,sunk_cost_followup,Instagram,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0014,consultant,"Dear Queenie, I've been personally following up with the New Zealand embassy on your behalf. Your visa application is strong — four rounds, clean medical, strong references. The only thing blocking your approval is the LKR 6,500 visa processing fee.",1,sunk_cost,payment_request,Telegram,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0015,recruiter,"Hi Asel — just following up. Your visa file has been waiting at the Singapore embassy for two weeks because the visa processing fee of LKR 10,000 hasn't been cleared. Please don't let the processing window close after all the work you've done.",1,sunk_cost,urgency_pressure,SMS,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0016,coordinator,"Hi Priya — just following up. Your visa file has been waiting at the Italy embassy for three weeks because the visa processing fee of LKR 6,500 hasn't been cleared. Please don't let the processing window close after all the work you've done.",1,sunk_cost,payment_request,WhatsApp,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0017,consultant,"Indika, urgent update on your visa. The Malaysia immigration authority has flagged your file as pending due to the outstanding visa processing fee of LKR 7,500. After all the rounds you completed, your slot will be cancelled if this isn't paid by tomorrow.",1,sunk_cost,follow_up,WhatsApp,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0018,coordinator,"Dear Oshadhi, I've been personally following up with the Singapore embassy on your behalf. Your visa application is strong — 4 rounds, clean medical, strong references. The only thing blocking your approval is the LKR 4,500 visa processing fee.",1,sunk_cost,follow_up,Email,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0019,recruiter,"Hi Sanduni, I want to be transparent — the visa processing fee of LKR 4,500 is not optional. It is required by the Norway Labour Ministry for all overseas placements. Given the three weeks you've invested, paying this secures your visa and nothing more.",1,sunk_cost,payment_request,WhatsApp,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0020,hr,"Hi Uthpala, the NovaBridge Consulting HR team has confirmed your Logistics Officer role in South Korea. Our agent will process your work visa once the LKR 10,000 visa processing fee is transferred. Contact our agent at 0731981186. After 3 rounds, you deserve this opportunity.",1,sunk_cost,follow_up,LinkedIn,low,medium,visa_processing_fee,0,0,1,0
SC_SUNK_0021,recruiter,"Sewwandi, your onboarding confirmation for the Czech Republic role is ready. The onboarding fee of LKR 9,000 is a one-time charge covering your HR file setup, employment contract notarisation, and orientation session. Please transfer to 0709519948 to proceed.",1,sunk_cost,urgency_pressure,WhatsApp,low,medium,onboarding_fee,0,0,1,0
SC_SUNK_0022,agent,"Hi Malini, your onboarding date with PrimeLink HR in Sweden is confirmed. The LKR 3,000 onboarding fee must be paid to 0702375453 before your start date to activate your employee profile. You cleared three rounds — this is the final step.",1,sunk_cost,follow_up,Instagram,low,medium,onboarding_fee,0,0,1,0
SC_SUNK_0023,consultant,"Pavithra, your onboarding confirmation for the Bahrain role is ready. The onboarding fee of LKR 5,000 is a one-time charge covering your HR file setup, employment contract notarisation, and orientation session. Please transfer to 0776304573 to proceed.",1,sunk_cost,document_request,Instagram,low,medium,onboarding_fee,0,0,1,0
SC_SUNK_0024,recruiter,"Dear Rajan, the FocusHire Lanka HR team has allocated your Quality Assurance Officer position. The onboarding fee of LKR 5,000 covers your identity verification, security clearance, and first-month system access. After 3 rounds and a successful medical, this is the only remaining item.",1,sunk_cost,urgency_pressure,WhatsApp,low,medium,onboarding_fee,0,0,1,0
SC_SUNK_0025,hr,"Dear Harsha, I'm pleased to confirm that your onboarding with BrightScope Careers in UAE is ready to proceed. The LKR 15,000 onboarding fee covers your background verification with the overseas HR portal and your employment record registration. You're so close.",1,sunk_cost,urgency_pressure,Instagram,low,medium,onboarding_fee,0,0,1,0
SC_SUNK_0026,coordinator,"Dear Dilan, urgent notice — your FutureForce Pvt Ltd onboarding slot has been held for four weeks waiting for the LKR 6,500 onboarding fee. The slot will be reallocated if not paid by this Friday. After 3 rounds, please don't lose your position over this.",1,sunk_cost,payment_request,Instagram,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0027,consultant,"Dear Linara, I want to be transparent about the onboarding fee. The LKR 6,500 covers your employment contract processing and government registration in Ireland. After three weeks of work and 4 rounds of selection, it would be a shame to stop here.",1,sunk_cost,follow_up,WhatsApp,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0028,consultant,"Hi Bhagya, your onboarding date with GreenField Recruitment in Dubai is confirmed. The LKR 10,000 onboarding fee must be paid to 0783484601 before your start date to activate your employee profile. You cleared 4 rounds — this is the final step.",1,sunk_cost,payment_request,WhatsApp,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0029,hr,"Dear Lahiru, the onboarding fee of EUR 100 is the final administrative step in your TalentAxis Lanka Kuwait placement. It covers your overseas employment registration and is reimbursed within 30 days. After four weeks of work, you're at the finish line.",1,sunk_cost,payment_request,WhatsApp,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0030,manager,"Hi Rekha, after two rounds of selection, you've been confirmed for onboarding at NexGen Staffing. The LKR 4,500 onboarding fee is non-optional and covers your system access setup, uniform, and equipment allocation. This is the last step before your start date.",1,sunk_cost,sunk_cost_followup,Email,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0031,agent,"Uthpala, I understand fees feel uncomfortable, but the LKR 7,500 onboarding fee is a legal requirement for all overseas Italy placements. It is collected by our registered agent and refunded in your first payslip. Please don't let three weeks of effort go to waste.",1,sunk_cost,follow_up,Email,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0032,hr,"Hi Nalinda, great news on your Italy placement! The only item outstanding is your LKR 8,000 onboarding fee. Once received, MegaStaff Solutions will issue your contract, work permit reference number, and start date letter. You've done 2 rounds — one payment left.",1,sunk_cost,urgency_pressure,SMS,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0033,hr,"Hi Dilan, your Canada work contract has been drafted. Before we can send it, the LKR 8,000 onboarding fee must be cleared. This is standard for all TalentAxis Lanka international placements. Your 2 weeks of effort have brought you to this final step.",1,sunk_cost,document_request,LinkedIn,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0034,coordinator,"Hi Thilak, after four rounds of selection, you've been confirmed for onboarding at CoralPath Careers. The LKR 7,500 onboarding fee is non-optional and covers your system access setup, uniform, and equipment allocation. This is the last step before your start date.",1,sunk_cost,payment_request,Telegram,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0035,hr,"Dear Jeevan, the onboarding fee of AED 200 is the final administrative step in your SummitHire Lanka Kuwait placement. It covers your overseas employment registration and is reimbursed within 30 days. After 2 weeks of work, you're at the finish line.",1,sunk_cost,follow_up,LinkedIn,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0036,hr,"Dear Jeevan, I want to be transparent about the onboarding fee. The LKR 8,000 covers your employment contract processing and government registration in Switzerland. After four weeks of work and four rounds of selection, it would be a shame to stop here.",1,sunk_cost,payment_request,SMS,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0037,consultant,"Hasitha, I need to inform you that the SummitHire Lanka onboarding fee of LKR 6,500 is due by the end of this week. This covers the mandatory employment screening report and your onboarding portal registration. After four rounds, your file is ready — don't let this hold you back.",1,sunk_cost,sunk_cost_followup,Email,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0038,recruiter,"Kalani, I understand fees feel uncomfortable, but the LKR 5,000 onboarding fee is a legal requirement for all overseas Spain placements. It is collected by our registered agent and refunded in your first payslip. Please don't let 2 weeks of effort go to waste.",1,sunk_cost,sunk_cost_followup,Email,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0039,consultant,"Minuri, the standard OmegaStaff Global onboarding fee of LKR 3,000 is due before your employment letter can be issued. This is non-negotiable and collected by our Singapore HR partner. Your selection was strong — 3 rounds with no issues. Please complete this.",1,sunk_cost,sunk_cost_followup,Instagram,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0040,consultant,"Biyanka, the standard FutureForce Pvt Ltd onboarding fee of LKR 10,000 is due before your employment letter can be issued. This is non-negotiable and collected by our UAE HR partner. Your selection was strong — two rounds with no issues. Please complete this.",1,sunk_cost,urgency_pressure,LinkedIn,low,obvious,onboarding_fee,0,0,1,0
SC_SUNK_0041,hr,"Enoka — important update. The Czech Republic employer has requested that all candidates complete a LKR 15,000 skills training programme before their start date. Others in your batch who reached three rounds have already enrolled. Your slot is still available — please confirm.",1,sunk_cost,payment_request,LinkedIn,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0042,hr,"Dear Kumara, I want to explain the training fee clearly. The LKR 10,000 covers your Kuwait workplace safety certification and cross-cultural orientation programme. Without this certification, the employer cannot issue your work permit. You've completed 3 rounds — please don't stop here.",1,sunk_cost,document_request,SMS,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0043,manager,"Dear Priya, your RiseUp Careers training fee of USD 75 is now due. The training covers workplace rights, safety procedures, and New Zealand employment law. After 2 weeks of processing your file, this is the last step before your contract and work permit are issued.",1,sunk_cost,follow_up,Telegram,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0044,manager,"Dear Uthpala, the training fee of USD 150 is a one-time charge for your mandatory Dubai compliance certification. This is required under Dubai labour law for all overseas workers. Your three rounds of interviews confirmed your suitability — this training confirms your compliance.",1,sunk_cost,follow_up,SMS,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0045,consultant,"Dear Chathurika, your HarborPath Recruitment training fee of USD 120 is now due. The training covers workplace rights, safety procedures, and Dubai employment law. After 3 weeks of processing your file, this is the last step before your contract and work permit are issued.",1,sunk_cost,follow_up,SMS,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0046,manager,"Hi Nirosha, your pre-employment training slot at EliteStaff Solutions is confirmed. The training fee of LKR 2,500 covers your 3-day induction programme in Norway, including accommodation and meals. After completing 4 rounds, this training is mandatory before your deployment date.",1,sunk_cost,payment_request,Email,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0047,recruiter,"Hi Uthpala, your pre-deployment training for the Portugal placement has been confirmed. The training fee of LKR 2,500 covers a 3-day skills certification program required by the Portugal employer. After 4 rounds of selection, this training is the final mandatory step.",1,sunk_cost,follow_up,SMS,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0048,agent,"Dear Biyanka, the training fee of USD 120 is a one-time charge for your mandatory France compliance certification. This is required under France labour law for all overseas workers. Your 2 rounds of interviews confirmed your suitability — this training confirms your compliance.",1,sunk_cost,payment_request,Telegram,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0049,consultant,"Hi Tharaka, the BrightScope Careers training fee of LKR 4,500 is refundable if you complete the training programme and join the Sweden placement as agreed. It's essentially a commitment deposit. After two weeks of effort, this protects your slot while training takes place.",1,sunk_cost,sunk_cost_followup,Instagram,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0050,agent,"Hi Thushari, the pre-deployment training fee of LKR 6,500 must be paid to proceed. This is not optional — the Finland Labour Authority mandates this for all new overseas workers in your category. After 2 rounds of interviews, you have already met every other requirement.",1,sunk_cost,sunk_cost_followup,Instagram,low,very subtle,training_fee,0,0,1,0
SC_SUNK_0051,consultant,"Bhagya — important update. The Japan employer has requested that all candidates complete a LKR 2,500 skills training programme before their start date. Others in your batch who reached two rounds have already enrolled. Your slot is still available — please confirm.",1,sunk_cost,document_request,Telegram,low,medium,training_fee,0,0,1,0
SC_SUNK_0052,consultant,"Hi Rekha, your pre-employment training slot at ConnectPro Recruitment is confirmed. The training fee of LKR 12,500 covers your 3-day induction programme in Germany, including accommodation and meals. After completing two rounds, this training is mandatory before your deployment date.",1,sunk_cost,document_request,Telegram,low,medium,training_fee,0,0,1,0
SC_SUNK_0053,manager,"Hi Biyanka, your training fee of AED 250 covers the mandatory cross-cultural and language orientation programme required by EliteStaff Solutions for all Bahrain placements. After 2 rounds and a successful background check, this 1-day programme is the final formality.",1,sunk_cost,urgency_pressure,Email,low,medium,training_fee,0,0,1,0
SC_SUNK_0054,hr,"Dear Hasitha, your Logistics Officer placement in Spain requires a certified first-aid and workplace safety training. The training fee is LKR 6,500. You passed all three rounds with strong scores — this certification is the final professional requirement before deployment.",1,sunk_cost,urgency_pressure,SMS,low,medium,training_fee,0,0,1,0
SC_SUNK_0055,manager,"Linara, your GreenField Recruitment placement in Portugal is at the final stage. The LKR 9,000 training fee covers your English proficiency re-certification, which is required by the employer. After three weeks, this is the last thing standing between you and your contract.",1,sunk_cost,follow_up,Instagram,low,medium,training_fee,0,0,1,0
SC_SUNK_0056,manager,"Hi Tharaka, your PinnacleStaff Intl pre-deployment training is scheduled for next Monday. The training fee of LKR 7,500 must be paid before the session to confirm your seat. After all the rounds you completed, missing this training means losing your placement.",1,sunk_cost,urgency_pressure,SMS,low,medium,training_fee,0,0,1,0
SC_SUNK_0057,consultant,"Asel, the training fee of LKR 4,500 is the final administrative step. Your four rounds of interviews, your medical clearance, and your reference checks have all been completed successfully. The training certificate is needed by the Malaysia employer before they can issue your contract.",1,sunk_cost,urgency_pressure,WhatsApp,low,medium,training_fee,0,0,1,0
SC_SUNK_0058,agent,"Dear Harsha, WorkBridge International requires all overseas candidates to complete a certified training program before deployment. The training fee is LKR 4,500 and covers your course materials, assessment, and certification. You passed four rounds — this is the last requirement.",1,sunk_cost,document_request,SMS,low,medium,training_fee,0,0,1,0
SC_SUNK_0059,consultant,"Hi Shalini, your pre-employment training slot at GreenField Recruitment is confirmed. The training fee of LKR 3,000 covers your 3-day induction programme in Kuwait, including accommodation and meals. After completing 4 rounds, this training is mandatory before your deployment date.",1,sunk_cost,follow_up,Email,low,medium,training_fee,0,0,1,0
SC_SUNK_0060,recruiter,"Dear Malini, your BlueSky Recruitment training fee of USD 50 is now due. The training covers workplace rights, safety procedures, and Bahrain employment law. After two weeks of processing your file, this is the last step before your contract and work permit are issued.",1,sunk_cost,follow_up,WhatsApp,low,medium,training_fee,0,0,1,0
SC_SUNK_0061,manager,"Jeevan, the equipment and uniform deposit of LKR 12,500 must be paid within 48 hours to hold your shipment slot. The Singapore employer assigns equipment in batches — your batch ships this Friday. After all the rounds you completed, please confirm today.",1,sunk_cost,urgency_pressure,Telegram,low,medium,equipment_deposit,0,0,1,0
SC_SUNK_0062,coordinator,"Hi Bhagya, the uniform and equipment deposit of LKR 5,000 is a standard requirement for all overseas ProPath Careers placements. Your uniform is being prepared in Finland to your measurements. After completing all four rounds, this deposit ensures your kit is ready on day one.",1,sunk_cost,sunk_cost_followup,WhatsApp,low,medium,equipment_deposit,0,0,1,0
SC_SUNK_0063,consultant,"Hi Kumara, your equipment package for the Dubai role has been prepared. The LKR 9,000 equipment deposit secures your shipment and is deducted from your first salary. After completing 3 rounds of interviews, your kit is ready and waiting.",1,sunk_cost,urgency_pressure,LinkedIn,low,medium,equipment_deposit,0,0,1,0
SC_SUNK_0064,consultant,"Hi Suresh, your equipment package for the Spain role has been prepared. The LKR 8,000 equipment deposit secures your shipment and is deducted from your first salary. After completing 3 rounds of interviews, your kit is ready and waiting.",1,sunk_cost,payment_request,Telegram,low,medium,equipment_deposit,0,0,1,0
SC_SUNK_0065,consultant,"Dear Roshan, I want to explain this clearly. The LKR 6,500 equipment deposit is held in escrow by BrightScope Careers's Spain partner — not by us. It is released to you on your first working day. After four weeks of selection, you deserve full transparency.",1,sunk_cost,urgency_pressure,Telegram,low,medium,equipment_deposit,0,0,1,0
SC_SUNK_0066,recruiter,"Dear Sewwandi, your laptop and starter kit for the UAE role are ready at our UAE warehouse. The LKR 7,500 equipment deposit covers the shipping and customs clearance. After two weeks and 2 rounds, this is the only remaining item.",1,sunk_cost,follow_up,Telegram,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0067,manager,"Dear Thilak, the LKR 4,500 equipment deposit is standard for all international placements through ApexTalent Group. It covers your uniform, personal protective equipment, and workstation setup in Oman. After 2 weeks of work, this deposit is the only outstanding item.",1,sunk_cost,document_request,Instagram,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0068,agent,"Zainab, your uniform deposit of LKR 8,000 is the last thing standing between you and your Saudi Arabia start date. The deposit is returned with your first paycheck. Others in your batch who completed four rounds have already paid and received their shipping confirmations.",1,sunk_cost,document_request,WhatsApp,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0069,manager,"Dear Nuwan, the LKR 2,500 equipment deposit is standard for all international placements through VisionHire Lanka. It covers your uniform, personal protective equipment, and workstation setup in Bahrain. After two weeks of work, this deposit is the only outstanding item.",1,sunk_cost,urgency_pressure,WhatsApp,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0070,agent,"Minuri, your equipment deposit of LKR 10,000 has been pending for 2 weeks. The UAE employer has confirmed your role and is waiting on this to issue your start date. After two rounds, please don't let your slot expire over a refundable deposit.",1,sunk_cost,document_request,WhatsApp,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0071,recruiter,"Hi Tharushi, the equipment deposit of AED 200 is required to process your Germany work starter kit. This covers your device insurance, uniform production, and safety certification card. After 2 rounds, your file is approved — one payment remains.",1,sunk_cost,urgency_pressure,Telegram,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0072,manager,"Imasha, urgent — your equipment package must be confirmed today. The LKR 5,000 equipment deposit is required to release your device shipment to Poland. After 3 rounds, your placement is confirmed. Contact our logistics agent at 0739526867 to pay.",1,sunk_cost,follow_up,LinkedIn,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0073,coordinator,"Priya, urgent — your equipment package must be confirmed today. The LKR 2,500 equipment deposit is required to release your device shipment to Portugal. After 4 rounds, your placement is confirmed. Contact our logistics agent at 0799214801 to pay.",1,sunk_cost,document_request,SMS,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0074,coordinator,"Hi Enoka, the SkyPath Staffing equipment deposit of LKR 8,000 is required before your start date. This covers all tools and materials for your Procurement Officer position. After 3 rounds of selection, losing your placement over a refundable deposit would be a genuine waste.",1,sunk_cost,urgency_pressure,SMS,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0075,consultant,"Dear Zainab, the Saudi Arabia employer requires all Office Administrator hires to pay an equipment security deposit before their tools are shipped. The deposit is LKR 8,000 and is 100% refundable on arrival. After three weeks of processing, please don't let a refundable deposit stop you.",1,sunk_cost,follow_up,LinkedIn,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0076,consultant,"Hi Devindi, your equipment package for the Netherlands role has been prepared. The LKR 8,000 equipment deposit secures your shipment and is deducted from your first salary. After completing two rounds of interviews, your kit is ready and waiting.",1,sunk_cost,payment_request,WhatsApp,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0077,hr,"Hi Nalinda, your equipment package for the Italy role has been prepared. The LKR 10,000 equipment deposit secures your shipment and is deducted from your first salary. After completing 2 rounds of interviews, your kit is ready and waiting.",1,sunk_cost,follow_up,LinkedIn,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0078,recruiter,"Dear Chathurika, the LKR 4,500 equipment deposit is standard for all international placements through WorkBridge International. It covers your uniform, personal protective equipment, and workstation setup in Portugal. After four weeks of work, this deposit is the only outstanding item.",1,sunk_cost,follow_up,Instagram,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0079,manager,"Tharaka, your equipment deposit of LKR 15,000 has been pending for two weeks. The UK employer has confirmed your role and is waiting on this to issue your start date. After 3 rounds, please don't let your slot expire over a refundable deposit.",1,sunk_cost,urgency_pressure,Telegram,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0080,manager,"Hi Tharushi, your equipment package for the Finland role has been prepared. The LKR 9,000 equipment deposit secures your shipment and is deducted from your first salary. After completing 2 rounds of interviews, your kit is ready and waiting.",1,sunk_cost,document_request,Email,low,obvious,equipment_deposit,0,0,1,0
SC_SUNK_0081,manager,"Hi Devindi, your StarlightHR security check for Finland requires a LKR 9,000 fee for the third-party verification agency. The agency returns results within 3 working days and your contract is issued immediately after. After two rounds of work, you're this close.",1,sunk_cost,document_request,Instagram,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0082,recruiter,"Rajiv, the LKR 6,500 background check fee has been outstanding for two weeks. The Kuwait employer is waiting on your security clearance before issuing your contract. After completing four rounds, please don't let an unpaid fee hold back your placement.",1,sunk_cost,follow_up,SMS,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0083,consultant,"Suresh, the LKR 12,500 background check fee has been outstanding for three weeks. The Spain employer is waiting on your security clearance before issuing your contract. After completing four rounds, please don't let an unpaid fee hold back your placement.",1,sunk_cost,payment_request,Email,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0084,agent,"Hi Devindi, the Finland employer needs your security check completed before the contract deadline. The background check fee of LKR 6,500 must be paid today. After three weeks and two rounds, missing this deadline means your slot is reallocated.",1,sunk_cost,sunk_cost_followup,Instagram,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0085,hr,"Hi Saman, the background screening fee of LKR 6,500 is required by the Netherlands employer's insurance policy. All new Logistics Officer hires must clear this before their start date. After 2 rounds of interviews, this is the final pre-employment step.",1,sunk_cost,follow_up,Email,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0086,recruiter,"Dear Wasantha, the LKR 10,000 security clearance fee is paid to the Japan government's accredited background agency — not to GreenField Recruitment. It covers your police record check and overseas employment verification. After all the rounds you passed, this is a straightforward requirement.",1,sunk_cost,document_request,LinkedIn,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0087,coordinator,"Dear Hiruni, I've been chasing your background check with the Singapore agency for two weeks. The LKR 7,500 fee has not been received, which is why the process is stalled. After everything you've invested in this process, please don't let a pending fee be the reason it falls through.",1,sunk_cost,urgency_pressure,WhatsApp,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0088,manager,"Hi Chamari, the Qatar employer needs your security check completed before the contract deadline. The background check fee of LKR 3,000 must be paid today. After 2 weeks and 3 rounds, missing this deadline means your slot is reallocated.",1,sunk_cost,sunk_cost_followup,SMS,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0089,manager,"Ashan, the background verification fee of RM 300 is due today. The Czech Republic employer has given us a final deadline. After 4 rounds of interviews and a successful medical clearance, this is the only outstanding item before your employment letter is issued.",1,sunk_cost,sunk_cost_followup,Email,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0090,consultant,"Devindi, the background verification fee of SGD 150 is due today. The Italy employer has given us a final deadline. After two rounds of interviews and a successful medical clearance, this is the only outstanding item before your employment letter is issued.",1,sunk_cost,document_request,WhatsApp,low,very subtle,background_check_fee,0,0,1,0
SC_SUNK_0091,coordinator,"Hi Nuwan, the Malaysia employer needs your security check completed before the contract deadline. The background check fee of LKR 2,500 must be paid today. After 3 weeks and 3 rounds, missing this deadline means your slot is reallocated.",1,sunk_cost,sunk_cost_followup,Instagram,low,medium,background_check_fee,0,0,1,0
SC_SUNK_0092,agent,"Hi Nadeeka, your international background check has been approved in principle. The LKR 2,500 screening fee releases your full report to the Malaysia employer. After 3 rounds, your qualifications and references have checked out — this fee processes the formal record.",1,sunk_cost,urgency_pressure,SMS,low,medium,background_check_fee,0,0,1,0
SC_SUNK_0093,recruiter,"Chamari, urgent — the PureHire Solutions security clearance process requires your LKR 5,000 background check fee before they can access your international records. After three weeks of work, your placement is confirmed pending this one verification step.",1,sunk_cost,document_request,Email,low,medium,background_check_fee,0,0,1,0
SC_SUNK_0094,manager,"Ashan, final reminder — your background check fee of LKR 7,500 is due. The Canada employer has flagged your file as incomplete without the security clearance certificate. After 2 weeks of investment in this process, please complete this today.",1,sunk_cost,follow_up,WhatsApp,low,medium,background_check_fee,0,0,1,0
SC_SUNK_0095,hr,"Hi Thilak, your background check fee of LKR 15,000 covers the Spain national police database check, previous employer verification, and academic credential confirmation. After 2 weeks of hard work in this selection process, this fee is the final administrative requirement.",1,sunk_cost,follow_up,Telegram,low,medium,background_check_fee,0,0,1,0
