company_name,website_url,label,website_alive,valid_website,has_about,has_contact,subdomain_count,domain_length,content_length,scam_score,has_https,domain_age_days,has_privacy_policy,has_terms,has_payment_risk,has_urgency_language,content_score,is_registered,review_score,review_count,has_glassdoor,has_indeed,has_trustpilot,has_negative_reviews,has_positive_reviews,email_type_encoded,has_suspicious_tld,is_http_only,trust_score,suspicion_score
sears holdings corporation,https://m.sears.com,1,1,1,0,0,2,11,211,0,1,60.0,0,0,0,0,60.19,1,0.5,5,0,0,0,0,0,1,0,0,3,0
general motors,https://mycarportal.net,1,0,1,1,1,1,15,16167,0,1,60.0,1,0,0,0,35.96,1,0.5,0,0,0,0,0,0,1,0,0,5,0
WSO2 LLC,https://wso2.com,1,1,1,0,0,1,8,58,0,1,60.0,0,0,0,0,5.57,1,0.11,10,1,1,1,1,1,1,0,0,7,1
Holdings Pvt Ltd Online,https://www.holdings-pvt-ltd-onlin.online,0,1,1,0,1,2,33,1307,4,0,126.0,0,0,1,1,14.13,0,0.0,0,0,0,0,0,0,1,1,1,4,3
Form Fill Passive Income,https://www.form-fill-passive-inco.biz,0,1,1,0,1,2,30,3948,1,0,159.0,0,0,1,1,22.82,0,0.14,2,0,0,0,1,0,2,1,1,3,4
Import No Experience Needed,https://www.import-no-experience-n.xyz,0,1,1,1,1,1,30,1241,5,0,30.0,1,0,0,1,17.48,0,0.0,0,0,0,0,0,0,2,1,1,3,2
walmart,https://www.walmart.com,1,1,1,0,0,2,15,3217,0,1,60.0,0,1,0,0,37.07,1,0.23,5,0,0,0,1,0,2,0,0,4,1
High Return Customer Lanka,https://www.high-return-customer-l.site,0,1,1,1,1,2,31,2106,2,1,94.0,0,0,1,1,17.07,1,0.27,2,0,0,0,1,0,1,1,0,2,3
hcl technologies,https://www.hcltech.com,1,0,1,1,1,2,15,12570,0,1,60.0,0,1,0,0,0.0,1,0.17,10,0,0,0,1,0,1,0,0,5,1
SATHOSA MOTORS PLC,https://senfinsecurities.com,1,1,1,1,1,1,20,16293,0,1,60.0,1,1,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,7,0
CEYLON LAND & EQUITY PLC,,1,0,0,1,1,2,17,21288,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,2,1
LOLC Holdings PLC,https://www.lolc.com,1,1,1,1,1,2,12,21016,0,1,60.0,0,0,0,0,38.24,1,0.23,15,0,0,1,1,1,2,0,0,9,1
LANKEM CEYLON PLC,https://lankemplantations.lk,1,1,1,0,1,1,20,2365,0,1,60.0,0,0,0,0,24.71,1,0.17,10,0,0,0,1,0,1,0,0,4,1
Finance No Investment Needed,http://www.finance-no-investment.online,0,1,1,1,1,3,32,1849,3,1,131.0,0,0,1,0,16.54,1,0.0,0,0,0,0,0,0,1,1,0,4,2
Typing Customer Jobs,http://www.typing-customer-jobs.net,0,1,1,1,1,1,28,1112,4,1,65.0,0,0,1,1,20.7,1,0.0,0,0,0,0,0,0,1,1,0,2,2
Elite Affiliate Opportunities,https://www.elite-affiliate-opport.biz,0,1,1,1,1,1,30,1984,1,1,72.0,1,0,1,1,19.36,0,0.0,0,0,0,0,0,0,1,1,0,3,4
CAL THREE YEAR CLOSED END FUND,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
THE KANDY HOTELS COMPANY (1938) PLC,https://www.thekingsburyhotel.com,1,0,1,0,0,2,25,276,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,3,0
NATION LANKA FINANCE PLC,https://www.ndbbank.com,1,1,1,1,1,2,15,7314,0,1,60.0,0,0,0,0,16.52,1,0.23,5,0,0,0,1,0,2,0,0,5,1
Easy Ad Click Work From Home,http://www.easy-ad-click-work-fro.site,0,1,1,0,1,1,31,1175,4,0,45.0,0,0,1,1,5.03,1,0.0,0,0,0,0,0,0,1,1,1,1,3
BALANGODA  PLANTATIONS  PLC,https://www.bgdpl.lk,1,1,1,1,1,2,12,10152,0,1,60.0,0,0,0,0,10.53,1,0.21,10,0,0,0,1,0,2,0,0,5,1
Quick Tech Earnings,https://www.quick-tech-earnings.info,0,1,1,1,0,2,28,2303,3,0,155.0,0,0,1,1,10.47,0,0.0,0,0,0,0,0,0,1,1,1,3,4
state bank of india,https://sbi.bank.in,1,1,1,1,1,2,11,33435,0,1,60.0,0,1,0,0,17.87,1,0.23,10,0,0,0,1,0,2,0,0,6,1
Forex Hourly Earn Online,https://www.forex-hourly-earn-onli.online,0,1,1,1,1,1,33,1066,5,0,105.0,0,1,1,1,5.74,1,0.0,0,0,0,0,0,0,1,0,1,2,4
Typing Finance Jobs,http://www.typing-finance-jobs.biz,0,1,1,0,0,1,27,3997,5,1,117.0,0,0,1,1,11.04,0,0.0,0,0,0,1,0,0,1,1,0,1,4
LANKA MILK FOODS (CWE) PLC,https://www.lriplc.com,1,1,1,1,1,2,14,3311,0,1,60.0,1,0,0,0,12.05,1,0.23,15,0,0,0,1,0,2,0,0,6,1
Cashback No Experience Needed,http://www.cashback-no-experience.info,0,1,1,1,0,2,31,3653,2,1,108.0,1,0,1,1,12.98,0,0.0,0,0,0,0,0,1,1,1,0,2,4
RENUKA CITY HOTELS PLC.,https://www.renukafoods.com,1,1,1,1,0,2,19,2682,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,4,0
Remote Bonus No Experience,https://www.remote-bonus-no-experi.site,0,1,1,1,0,2,31,3712,1,1,64.0,1,0,0,0,14.71,0,0.0,0,0,0,0,0,0,2,1,0,0,3
pemex,https://www.pemex.com,1,1,1,0,1,2,13,35085,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,4,0
EDEN HOTEL LANKA PLC,https://www.holidays4us.com,1,1,1,0,1,2,19,1883,0,1,60.0,1,0,0,0,9.69,1,0.5,0,0,0,0,0,0,1,0,0,5,0
UNION BANK OF COLOMBO PLC,http://www.ucll.lk,1,0,1,0,0,2,11,164,0,0,60.0,0,0,0,0,11.36,1,0.26,15,0,0,0,1,0,1,0,1,2,2
vmware,https://www.vmware.com,1,1,1,0,0,2,14,149,0,1,60.0,0,0,0,0,61.24,1,0.5,5,0,0,0,0,0,1,0,0,3,0
amway,https://www.amway.com,1,0,1,0,0,2,13,53,0,1,60.0,0,0,0,0,40.09,1,0.07,15,0,0,0,1,0,1,0,0,2,1
Investment Easy Money,http://www.investment-easy-money.online,0,1,1,1,1,1,32,1873,1,1,174.0,1,0,0,1,33.86,1,0.0,0,0,0,0,0,0,2,1,0,0,4
Supreme Income Group,https://www.supreme-income-group.xyz,0,1,1,1,1,3,28,3749,3,1,36.0,0,0,1,1,24.88,1,0.0,0,0,0,0,0,0,1,1,0,4,4
procter & gamble,https://us.pg.com,1,0,1,0,1,2,9,2916,0,1,60.0,1,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,5,0
Earn Import Daily,http://www.earn-import-daily.org,0,1,1,1,1,2,25,818,5,0,151.0,0,0,0,0,29.53,0,0.0,0,0,0,0,0,0,1,1,1,4,2
education nationale,https://www.indexoflebanon.com,1,0,1,0,0,2,22,1216,0,1,60.0,0,0,0,0,0.0,1,0.21,10,0,0,0,1,0,1,0,0,2,1
PEGASUS HOTELS OF CEYLON PLC,https://www.srilankainsurance.com,1,1,1,0,0,2,25,823,0,1,60.0,0,0,0,0,60.49,1,0.72,15,0,0,1,1,1,1,0,0,6,1
MULLER & PHIPPS (CEYLON) PLC,,1,0,0,1,1,2,17,21230,0,0,60.0,0,0,0,0,0.0,0,0.15,5,0,0,0,1,1,1,0,1,3,2
ymca,https://www.newdelhiymca.in,1,1,1,1,1,2,19,9017,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,6,0
Quick Online Earnings,https://www.quick-online-earnings.info,0,1,1,1,1,1,30,2353,5,1,120.0,1,1,1,1,6.68,0,0.0,0,0,0,0,0,0,1,1,0,3,5
Bitcoin Copy Paste Hub,https://www.bitcoin-copy-paste-hub.info,0,1,1,0,0,1,31,3820,5,1,28.0,1,0,1,0,16.35,1,0.0,0,0,0,0,0,1,1,1,0,2,3
CEYLON GUARDIAN INVESTMENT TRUST PLC,https://www.carsoncumberbatch.com,1,1,1,1,1,2,25,18841,0,1,60.0,1,0,0,0,22.25,1,0.5,15,0,0,0,0,0,2,0,0,6,0
Secret Forex Method Lanka,https://www.secret-forex-method-la.biz,0,1,1,0,1,1,30,3263,2,0,155.0,1,0,1,1,14.78,0,0.31,1,0,0,0,1,0,1,1,1,4,4
Network Education Lanka Earn,http://www.network-education-lank.io,0,1,1,1,0,3,29,3629,4,0,94.0,1,0,1,0,27.96,0,0.15,2,0,0,0,0,0,1,1,1,1,5
travelers,https://www.travelers.com,1,1,1,1,1,2,17,29962,0,1,60.0,0,1,0,0,6.99,1,0.5,5,0,0,0,0,0,1,0,0,6,0
Holdings Hourly Earn Online,https://www.holdings-hourly-earn-o.site,0,1,1,1,1,1,31,3513,2,0,162.0,1,1,1,1,30.9,0,0.0,0,0,0,0,0,0,2,1,1,1,4
C M HOLDINGS PLC,https://www.cinnamonhotels.com,1,1,1,1,0,2,22,31387,1,1,60.0,1,0,0,1,0.0,1,0.5,5,0,0,0,0,0,1,0,0,5,1
humana,https://careers.humana.com,1,1,1,0,0,2,18,3435,0,1,60.0,0,0,0,0,28.09,1,0.21,5,0,0,0,1,0,1,0,0,3,1
RAMBODA FALLS PLC,https://renukagroup.com,1,1,1,1,1,1,15,1862,0,1,60.0,0,0,0,0,26.34,1,0.5,5,0,0,0,0,0,1,0,0,5,0
bloomberg lp,b''://b'',1,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,1,1,1
Reseller Copy Paste Income,https://www.reseller-copy-paste-in.com,0,1,1,0,1,1,30,2571,5,0,108.0,0,1,0,0,14.23,0,0.0,0,0,0,0,0,0,2,1,1,4,3
Reseller Import Income,http://www.reseller-import-income.club,0,1,1,1,1,3,31,2452,5,1,131.0,0,1,1,0,20.37,0,0.33,2,0,0,1,0,0,1,1,0,1,5
macy's,https://www.macys.com,1,0,1,0,0,2,13,156,0,1,60.0,0,0,0,0,42.87,1,0.5,0,0,0,0,0,0,1,0,0,2,0
halliburton,https://www.halliburton.com,1,1,1,1,1,2,19,16004,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
SWISSTEK (CEYLON) PLC,https://www.dnb.com,1,1,1,0,0,2,11,194,0,1,60.0,0,0,0,0,42.55,1,0.45,5,0,0,0,1,1,1,0,0,4,1
Review Bonus Earn,https://www.review-bonus-earn.online,0,1,1,1,1,2,28,2686,2,0,83.0,0,0,0,1,29.24,0,0.0,0,0,0,0,0,0,2,1,1,1,4
cargill,https://cargillsonline.com,1,1,1,1,1,1,18,6406,0,1,60.0,1,0,0,0,24.17,1,0.5,0,0,0,0,0,0,1,0,0,6,0
united states marine corps,https://www.marines.mil,1,0,1,0,0,2,15,226,0,1,60.0,0,0,0,0,33.98,1,0.5,10,0,0,0,0,0,1,0,0,2,0
duke energy corporation,http://duke-energy.com,1,0,1,0,0,1,15,0,0,0,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,1,1,1
WFH Enterprise Sri Lanka,https://www.wfh-enterprise-sri-lan.info,0,1,1,1,0,2,31,2535,5,1,38.0,0,1,1,1,19.04,0,0.0,0,0,0,0,0,0,2,0,0,2,4
insidesecure,https://www.eejournal.com,1,1,1,0,1,2,17,15799,0,1,60.0,1,0,0,0,53.1,1,0.5,5,0,0,0,0,0,1,0,0,5,0
Lanka Ad Click Online Earn,https://www.lanka-ad-click-online.com,0,1,1,0,1,1,29,971,5,1,17.0,0,1,1,1,26.99,1,0.0,0,0,0,1,0,0,1,1,0,1,3
Online Tourism Professionals,https://www.online-tourism-profess.club,0,1,1,1,0,2,31,3257,4,0,81.0,1,1,1,1,5.12,0,0.0,0,0,1,0,0,0,1,1,1,2,3
continental,https://www.continental.com,1,0,1,1,1,2,19,16904,0,1,60.0,0,1,0,0,0.0,1,0.15,5,0,0,0,1,0,1,0,0,5,1
secretarÃ­a de educaciÃ³n pÃºblica,https://www.yumpu.com,1,0,1,0,1,2,13,10386,0,1,60.0,1,1,0,0,26.64,1,0.55,10,0,0,0,1,1,1,0,0,8,1
Online Reward Part Time 688,https://www.online-reward-part-tim.info,0,1,1,0,1,1,31,3080,1,0,56.0,0,1,1,1,11.95,0,0.23,2,0,0,0,1,0,1,1,1,0,4
Online Retail Professionals,https://www.online-retail-professi.biz,0,1,1,1,1,1,30,2210,5,0,23.0,0,1,1,1,17.84,0,0.14,1,0,0,0,1,0,1,0,1,1,3
prudential financial,https://www.prudential.com,1,1,1,0,0,2,18,82,0,1,60.0,0,1,0,0,35.28,1,0.5,5,0,0,0,0,0,1,0,0,4,0
Network Commerce Lanka Earn,https://www.network-commerce-lanka.net,0,1,1,1,1,1,30,1054,2,0,128.0,0,0,1,1,10.15,0,0.0,0,0,0,0,0,0,1,1,1,2,3
marriott international,https://www.marriott.com,1,0,1,0,0,2,16,227,0,1,60.0,0,0,0,0,33.98,1,0.5,10,1,1,1,1,1,1,0,0,6,1
novartis,https://www.novartis.com,1,1,1,1,1,2,16,19460,0,1,60.0,0,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,0
sodexo,https://www.sodexo.com,1,1,1,0,1,2,14,4304,0,1,60.0,1,0,0,0,0.0,1,0.48,5,1,0,1,1,1,1,0,0,8,1
cerner corporation,https://www.forbes.com,1,1,1,1,1,2,14,13601,0,1,60.0,0,1,1,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,6,1
us department of homeland security,https://www.dhs.gov,1,1,1,1,1,2,11,7090,0,1,60.0,1,0,0,0,31.36,1,0.21,10,1,1,1,1,0,1,0,0,9,1
inditex,http://www.inditex.com,1,0,1,0,1,2,15,2346,0,0,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,1,3,1
sakri it solutions pvt ltd,https://www.zaubacorp.com,1,0,1,0,0,2,17,58,0,1,60.0,0,0,0,0,44.15,1,0.5,0,0,0,0,0,0,1,0,0,2,0
Elite Retail Opportunities,http://www.elite-retail-opportuni.site,0,1,1,1,1,1,31,954,5,1,126.0,0,1,0,0,27.39,0,0.0,0,0,0,0,0,0,1,1,0,2,4
leonardo,https://www.leonardo.com,1,1,1,1,1,2,16,49392,0,1,60.0,1,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,6,0
Miracle Online Earn Fast,https://www.miracle-online-earn-fa.io,0,1,1,1,0,2,29,827,2,0,14.0,0,0,1,1,30.67,0,0.2,1,0,0,0,1,0,1,1,1,4,3
social security administration,https://www.ssa.gov,1,0,1,0,0,2,11,220,0,1,60.0,0,0,0,0,29.01,1,0.5,0,0,0,0,0,0,1,0,0,2,0
MALWATTE VALLEY PLANTATION PLC,https://www.malwattevalley.com,1,1,1,1,1,2,22,9103,0,1,60.0,0,0,0,0,6.3,1,0.55,15,1,0,1,1,1,2,0,0,9,1
SOFTLOGIC FINANCE PLC,https://www.softlogic.lk,1,1,1,0,1,2,16,3293,0,1,60.0,1,0,0,0,0.0,1,0.23,5,0,0,0,1,0,2,0,0,5,1
iqvia,https://www.iqvia.com,1,1,1,1,1,2,13,75916,0,1,60.0,0,1,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,6,0
CEYLON HOTELS CORPORATION PLC,https://www.chcplc.com,1,1,1,1,1,2,14,4340,0,1,60.0,1,0,0,0,4.43,1,0.5,5,0,0,0,0,0,2,0,0,6,0
Click Typing Earn Daily 766,http://www.click-typing-earn-dail.biz,0,1,1,1,1,1,30,2535,4,0,73.0,0,0,0,0,33.58,0,0.21,2,0,0,0,0,0,1,1,1,0,4
sony,https://www.sony.com,1,0,1,0,0,2,12,128,0,1,60.0,0,0,0,0,41.55,1,0.55,10,0,0,0,1,1,1,0,0,5,1
accenture,https://www.accenture.com,1,1,1,1,1,2,17,12038,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
ACL Cables PLC,https://www.acl.lk,1,1,1,0,1,2,10,28226,0,1,60.0,0,1,0,0,21.87,1,0.48,10,0,0,0,1,0,2,0,0,6,1
SINGHE HOSPITALS PLC,https://www.smblk.com,1,1,1,1,1,2,13,7126,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,6,0
Lanka Cashback Online Earn,https://www.lanka-cashback-online.com,0,1,1,0,0,1,29,1180,4,1,158.0,0,1,1,0,31.59,0,0.0,0,0,0,0,0,1,1,1,0,2,4
fedex,https://www.fedex.com,1,1,1,0,0,2,13,401,0,1,60.0,0,0,0,0,72.88,1,0.5,0,0,0,0,0,0,1,0,0,3,0
E-Travel Global,https://www.e-travel-global.net,0,1,1,1,1,3,23,3499,5,1,175.0,0,1,1,1,6.21,0,0.11,2,0,0,0,0,0,1,1,0,3,4
Smart Online Solutions,https://www.smart-online-solutions.net,0,1,1,0,0,3,30,1657,1,1,132.0,0,1,1,0,10.44,1,0.25,1,0,1,0,1,0,2,1,0,2,3
Finance Wire Transfer Services,https://www.finance-wire-transfer.club,0,1,1,0,1,3,30,2869,5,1,92.0,0,0,1,1,7.43,1,0.13,2,0,0,0,1,0,1,1,0,2,3
CENTRAL FINANCE COMPANY PLC,https://cf.lk,1,0,1,1,1,1,5,8792,0,1,60.0,1,0,0,0,0.78,1,0.5,10,0,0,1,1,1,1,0,0,7,1
the home depot,https://www.homedepot.com,1,0,1,0,0,2,17,226,0,1,60.0,0,0,0,0,19.05,1,0.21,5,0,0,0,1,0,1,0,0,2,1
Elite Earning Opportunities,https://www.elite-earning-opportun.site,0,1,1,1,1,3,31,2551,4,0,39.0,0,0,1,1,21.32,0,0.31,2,0,0,0,0,0,1,1,1,1,4
SERENDIB LAND PLC,https://www.seylan.lk,1,0,1,1,1,2,13,49045,0,1,60.0,1,1,0,0,0.0,1,0.21,5,0,0,0,1,0,1,0,0,6,1
stay at home mom,https://sahm.org,1,1,1,1,0,1,8,3125,0,1,60.0,0,0,0,0,30.95,1,0.17,5,1,1,0,1,0,1,0,0,6,1
ASIA ASSET FINANCE PLC,,1,0,0,0,0,2,14,52,0,0,60.0,0,0,0,0,0.0,0,0.17,10,0,0,0,1,0,1,0,1,0,2
kuehne + nagel,https://www.kuehne-nagel.com,1,1,1,1,1,2,20,6251,0,1,60.0,1,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,6,1
Deel,https://www.deel.com,1,1,1,1,0,2,12,6440,0,1,60.0,1,0,0,0,30.92,1,0.5,10,0,0,0,0,0,2,0,0,5,0
mars,https://www.mars.com,1,1,1,1,1,2,12,16020,0,1,60.0,0,0,0,0,28.2,1,0.5,0,0,0,0,0,0,1,0,0,5,0
lg electronics,https://developer.lge.com,1,1,1,0,0,2,17,34,0,1,60.0,0,0,0,0,0.0,1,0.19,10,1,1,1,1,0,1,0,0,6,1
texas a&m university,https://www.tamu.edu,1,1,1,1,1,2,12,25289,0,1,60.0,0,0,0,0,31.62,1,0.5,5,0,0,0,0,0,1,0,0,5,0
ing,https://www.ing.com,1,1,1,1,1,2,11,24583,0,1,60.0,0,0,0,0,2.33,1,0.5,0,0,0,0,0,0,2,0,0,5,0
"keller williams realty, inc.",https://www.pinterest.com,1,1,1,0,0,2,17,72,0,1,60.0,0,0,0,0,52.87,1,0.5,0,0,0,0,0,0,1,0,0,3,0
abbvie,https://www.abbvie.com,1,0,1,0,0,2,14,905,0,1,60.0,0,0,0,0,44.15,1,0.5,0,0,0,0,0,0,1,0,0,2,0
barclays investment bank,https://www.ib.barclays,1,1,1,1,1,2,15,21457,0,1,60.0,0,0,0,0,8.96,1,0.09,5,0,0,0,1,1,1,0,0,6,1
Premium Bitcoin Services,https://www.premium-bitcoin-servic.xyz,0,1,1,0,0,3,30,1010,2,0,99.0,0,0,1,1,26.69,0,0.32,1,0,0,0,1,0,1,1,1,1,4
Royal Ceramics Lanka PLC,https://www.rocell.com,1,1,1,1,0,2,14,15640,0,1,60.0,0,0,0,0,17.28,1,0.5,5,0,0,0,0,0,1,0,0,4,0
RENUKA FOODS PLC,https://www.renukafoods.com,1,1,1,1,0,2,19,2682,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,4,1
Supreme Recharge Group,https://www.supreme-recharge-group.info,0,1,1,1,1,2,31,910,2,0,66.0,0,1,1,1,19.33,0,0.27,1,1,0,0,1,0,1,1,1,2,5
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,https://colomboland.com,1,0,1,0,0,1,15,164,0,1,60.0,0,0,0,0,16.46,1,0.23,10,0,0,0,1,0,2,0,0,2,1
High Return Profit Lanka,https://www.high-return-profit-lan.com,0,1,1,0,0,3,30,1703,1,0,86.0,0,1,0,1,26.27,0,0.0,0,0,0,0,0,0,1,1,1,1,3
avon,https://www.avon.com,1,0,1,0,0,2,12,282,0,1,60.0,0,0,0,0,59.9,1,0.01,15,1,0,1,1,1,1,0,0,5,1
Cloudflare,https://www.cloudflare.com,1,1,1,1,1,2,18,29569,0,1,60.0,1,1,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,7,0
telefÃ³nica,https://www.fierce-network.com,1,0,1,0,0,2,22,937,0,1,60.0,0,0,0,0,44.15,1,0.5,5,0,0,0,0,0,1,0,0,2,0
Reward MLM Opportunity,https://www.reward-mlm-opportunity.biz,0,1,1,1,1,3,30,926,2,0,50.0,1,0,1,1,22.37,1,0.25,1,0,0,0,1,0,1,1,1,1,4
Bright Agency Online,https://www.bright-agency-online.net,0,1,1,1,0,1,28,3404,4,0,177.0,1,0,0,0,21.36,0,0.17,1,0,0,0,1,0,1,1,1,2,1
colgate palmolive,https://www.palmolive.com,1,1,1,0,0,2,17,228,0,1,60.0,0,0,0,0,14.08,1,0.11,15,0,1,0,1,1,1,0,0,5,1
colegio,https://www.cm.edu.gt,1,1,1,1,1,3,13,14843,0,1,60.0,1,0,0,0,8.02,1,0.19,10,0,0,0,1,0,1,0,0,6,1
caterpillar inc.,https://www.caterpillar.com,1,0,1,0,0,2,19,230,0,1,60.0,0,0,0,0,24.03,1,0.5,0,0,0,0,0,0,1,0,0,2,0
Miracle Copy Paste Earn Fast,http://www.miracle-copy-paste-ear.xyz,0,1,1,0,0,3,30,2582,2,1,39.0,0,1,1,0,16.29,1,0.25,1,0,0,0,1,0,1,1,0,4,3
rbc,https://www.rbcroyalbank.com,1,1,1,0,0,2,20,13,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,3,0
Golden Clicking Network,https://www.golden-clicking-networ.biz,0,1,1,1,1,1,30,1072,1,1,151.0,0,0,0,1,5.77,0,0.34,1,0,0,0,1,1,1,1,0,3,3
charter communications,https://www.tramatm.com,1,1,1,0,0,2,15,58,0,1,60.0,1,1,0,0,7.26,1,0.55,10,0,0,0,1,1,2,0,0,7,1
