company_name,website_url,label,website_alive,valid_website,has_about,has_contact,subdomain_count,domain_length,content_length,scam_score,has_https,domain_age_days,has_privacy_policy,has_terms,has_payment_risk,has_urgency_language,content_score,is_registered,review_score,review_count,has_glassdoor,has_indeed,has_trustpilot,has_negative_reviews,has_positive_reviews,email_type_encoded,has_suspicious_tld,is_http_only,trust_score,suspicion_score
ALLIANCE FINANCE COMPANY PLC,https://www.alliancefinance.lk,1,1,1,1,1,2,22,15538,0,1,60.0,0,0,0,0,11.16,1,0.05,20,0,0,0,1,0,2,0,0,5,1
ALPHA FIRE SERVICES PLC,http://www.alphafire.lk,1,0,1,0,0,2,16,164,0,0,60.0,0,0,0,0,14.43,1,0.5,5,0,0,0,0,0,2,0,1,1,1
ALUMEX PLC,https://alumexgroup.com,1,0,1,1,1,1,15,20032,0,1,60.0,0,0,0,0,0.0,1,0.71,10,0,0,0,0,1,2,0,0,5,0
AMANA BANK PLC,https://www.amanabank.lk,1,1,1,1,1,2,16,8030,0,1,60.0,1,0,0,0,0.0,1,0.19,15,0,0,0,1,0,2,0,0,6,1
AMANA TAKAFUL  PLC,https://www.takaful.lk,1,1,1,0,0,2,14,301,0,1,60.0,0,0,0,0,38.59,1,0.7,15,0,0,0,1,1,1,0,0,5,1
AMANA TAKAFUL LIFE PLC,https://www.takaful.lk,1,1,1,0,0,2,14,301,0,1,60.0,0,0,0,0,38.59,1,0.23,5,0,0,0,1,0,1,0,0,3,1
AMANA TAKAFUL PLC,https://www.takaful.lk,1,1,1,0,0,2,14,301,0,1,60.0,0,0,0,0,38.59,1,0.2,25,0,0,0,1,1,1,0,0,5,1
AMBEON CAPITAL PLC,https://www.ambeoncapital.com,1,0,1,0,0,2,21,164,0,1,60.0,0,0,0,0,5.37,1,0.19,5,0,0,0,1,0,2,0,0,2,1
AMBEON HOLDINGS PLC,https://ambeonholdings.com,1,0,1,0,0,1,18,164,0,1,60.0,0,0,0,0,8.51,1,0.5,0,0,0,0,0,0,2,0,0,2,0
AMW CAPITAL LEASING AND FINANCE PLC,https://capitalleasing.esrilanka.org,1,1,1,1,1,2,28,5328,0,1,60.0,1,1,0,0,35.45,1,0.5,5,0,0,0,0,0,0,0,0,7,0
ANILANA HOTELS AND PROPERTIES PLC,https://anilana.com,1,1,1,1,1,1,11,12249,0,1,60.0,1,0,0,0,34.54,1,0.5,0,0,0,0,0,0,2,0,0,6,0
ARPICO INSURANCE PLC,https://www.arpicoinsurance.com,1,1,1,0,0,2,23,58,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,4,0
ASIA ASSET FINANCE PLC,,1,0,0,0,0,2,14,52,0,0,60.0,0,0,0,0,0.0,0,0.17,10,0,0,0,1,0,1,0,1,0,2
ASIA CAPITAL PLC,,1,0,0,1,1,2,18,9552,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
ASIA SIYAKA COMMODITIES LIMITED,https://asiasiyaka.lk,1,1,1,1,1,1,13,11834,0,1,60.0,0,0,0,0,28.29,1,0.5,0,0,0,0,0,0,2,0,0,5,0
ASIAN HOTELS AND PROPERTIES PLC,,1,0,0,1,1,2,24,33880,1,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,2,1
ASIRI HOSPITAL HOLDINGS PLC,https://asirihealth.com,1,1,1,1,1,1,15,30719,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,6,0
ASIRI SURGICAL HOSPITAL PLC,https://asirihealth.com,1,1,1,1,1,1,15,30719,0,1,60.0,1,0,0,0,0.0,1,0.55,10,0,0,0,0,0,2,0,0,7,0
ASSOCIATED MOTOR FINANCE COMPANY PLC,,1,0,0,1,1,3,15,20259,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
B P P L HOLDINGS PLC,https://www.bpplholdings.com,1,1,1,1,1,2,20,3995,0,1,60.0,1,0,0,0,27.52,1,0.5,10,0,0,0,0,0,1,0,0,6,0
BAIRAHA FARMS PLC,https://www.bairaha.com,1,1,1,0,1,2,15,6555,0,1,60.0,1,0,0,0,47.24,1,0.55,15,0,0,0,0,0,2,0,0,5,0
BALANGODA  PLANTATIONS  PLC,https://www.bgdpl.lk,1,1,1,1,1,2,12,10152,0,1,60.0,0,0,0,0,10.53,1,0.21,10,0,0,0,1,0,2,0,0,5,1
BANSEI ROYAL RESORTS HIKKADUWA PLC,https://www.bansei-resorts.lk,1,1,1,0,1,2,21,5506,0,1,60.0,0,0,0,0,47.43,1,0.23,10,0,0,0,1,0,2,0,0,4,1
BERUWALA RESORTS PLC,https://www.barberynresorts.com,1,1,1,0,1,2,23,8963,0,1,60.0,1,0,0,0,1.19,1,0.5,5,0,0,0,0,0,2,0,0,5,0
BIMPUTH LANKA INVESTMENTS PLC,https://bimputh.com,1,1,1,1,1,1,11,6557,0,1,60.0,0,0,0,0,35.07,1,0.5,0,0,0,0,0,0,1,0,0,5,0
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,https://bluediamondsplc.com,1,1,1,1,1,1,19,4339,0,1,60.0,0,0,0,0,18.58,1,0.0,15,0,0,0,1,1,2,0,0,6,1
BOGALA GRAPHITE LANKA PLC,,1,0,0,1,1,2,17,21229,0,0,60.0,0,0,0,0,0.0,0,0.23,5,0,0,0,1,0,1,0,1,2,2
BOGAWANTALAWA TEA ESTATES PLC,https://www.bogawantalawa.com,1,0,1,0,0,2,21,276,0,1,60.0,1,0,0,0,13.76,1,0.17,5,0,0,0,1,0,1,0,0,3,1
BROWN & COMPANY PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,1,1,1,0,1,4,2
BROWNS BEACH HOTELS PLC,https://www.brownshotels.com,1,0,1,0,0,2,20,276,0,1,60.0,1,0,0,0,4.11,1,0.5,0,0,0,0,0,0,2,0,0,3,0
BROWNS INVESTMENTS PLC,https://www.brownsinvestments.com,1,1,1,0,0,2,25,58,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,4,0
BUKIT DARAH PLC,,1,0,0,1,1,2,12,6002,0,0,60.0,0,0,0,0,0.0,0,0.5,10,0,0,0,0,0,1,0,1,2,1
C I C HOLDINGS PLC,https://www.cic.lk,1,1,1,0,0,2,10,491,0,1,60.0,1,0,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,4,0
C M HOLDINGS PLC,https://www.cinnamonhotels.com,1,1,1,1,0,2,22,31387,1,1,60.0,1,0,0,1,0.0,1,0.5,5,0,0,0,0,0,1,0,0,5,1
C T HOLDINGS PLC,,1,0,0,0,1,2,10,10519,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,1,1
C T LAND DEVELOPMENT PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.55,5,0,0,0,1,1,1,0,1,4,2
C. W. MACKIE PLC,https://www.cwmackie.com,1,1,1,1,1,2,16,6074,0,1,60.0,1,0,0,0,23.88,1,0.5,5,0,0,0,0,0,2,0,0,6,0
CABLE SOLUTIONS PLC,https://cablesol.com,1,1,1,1,1,1,12,6899,0,1,60.0,0,0,0,0,0.0,1,0.45,10,0,0,0,1,1,2,0,0,6,1
CAL FIVE YEAR CLOSED END FUND,,1,0,0,1,0,2,18,28160,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,1,1
CAL FIVE YEAR OPTIMUM FUND ,https://cal.lk,1,1,1,1,1,1,6,13609,0,1,60.0,1,0,0,0,0.0,1,0.07,5,0,0,0,1,1,2,0,0,7,1
CAL THREE YEAR CLOSED END FUND,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
CAPITAL ALLIANCE HOLDINGS PLC,,1,0,0,1,1,2,9,36639,1,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,2,1
CAPITAL ALLIANCE PLC,,1,0,0,1,1,2,9,36639,1,0,60.0,0,0,0,0,0.0,0,0.55,10,0,0,0,0,0,1,0,1,3,1
CARGILLS (CEYLON) PLC,https://www.cargillsceylon.com,1,0,1,0,0,2,22,13020,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,3,0
CARGILLS BANK PLC,,1,0,0,0,0,1,11,4049,0,0,60.0,0,0,0,0,0.0,0,1.0,20,0,0,0,1,1,1,0,1,3,2
CARGO BOAT DEVELOPMENT COMPANY PLC,https://cbd.lk,1,1,1,1,0,1,6,17173,0,1,60.0,0,0,0,0,36.04,1,0.5,15,0,0,0,0,0,2,0,0,4,0
CARSON CUMBERBATCH PLC,https://www.carsoncumberbatch.com,1,1,1,1,1,2,25,18841,0,1,60.0,1,0,0,0,22.25,1,0.5,5,0,0,0,0,0,2,0,0,6,0
CENTRAL FINANCE COMPANY PLC,https://cf.lk,1,0,1,1,1,1,5,8792,0,1,60.0,1,0,0,0,0.78,1,0.5,10,0,0,1,1,1,1,0,0,7,1
CEYLINCO HOLDINGS PLC,https://ceylincoholdings.com,1,1,1,1,1,1,20,5949,0,1,60.0,0,0,0,0,23.27,1,0.5,0,0,0,0,0,0,2,0,0,5,0
CEYLON BEVERAGE HOLDINGS PLC,https://www.ceylonbeverage.com,1,1,1,1,1,2,22,2725,0,1,60.0,0,0,0,0,4.89,1,0.5,10,0,0,0,0,0,2,0,0,5,0
CEYLON COLD STORES PLC,,1,0,0,0,0,2,21,6438,0,0,60.0,0,0,0,0,0.0,0,0.9,15,0,0,1,1,1,1,0,1,3,2
CEYLON GRAIN ELEVATORS PLC,https://prima.com.lk,1,1,1,1,1,2,12,4878,0,1,60.0,1,1,0,0,7.86,1,0.5,10,0,0,0,0,0,2,0,0,7,0
CEYLON GUARDIAN INVESTMENT TRUST PLC,https://www.carsoncumberbatch.com,1,1,1,1,1,2,25,18841,0,1,60.0,1,0,0,0,22.25,1,0.5,15,0,0,0,0,0,2,0,0,6,0
CEYLON HOSPITALS PLC,https://ceylonhospital.com,1,1,1,0,0,1,18,51,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,3,0
CEYLON HOTELS CORPORATION PLC,https://www.chcplc.com,1,1,1,1,1,2,14,4340,0,1,60.0,1,0,0,0,4.43,1,0.5,5,0,0,0,0,0,2,0,0,6,0
CEYLON INVESTMENT PLC,,1,0,0,1,1,2,17,21245,0,0,60.0,0,0,0,0,0.0,0,0.5,10,0,0,0,0,0,1,0,1,2,1
CEYLON LAND & EQUITY PLC,,1,0,0,1,1,2,17,21288,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,0,0,1,0,1,2,1
CEYLON TEA BROKERS PLC,https://ceylonteabrokers.com,1,1,1,1,1,1,20,11611,0,1,60.0,0,0,0,0,15.16,1,0.58,15,0,0,0,1,0,2,0,0,6,1
CEYLON TOBACCO COMPANY PLC,https://www.ceylontobaccocompany.com,1,1,1,0,1,2,28,3772,0,1,60.0,1,0,0,0,13.3,1,0.21,5,0,1,0,1,0,1,0,0,6,1
CHEMANEX PLC,https://www.cic.lk,1,1,1,0,0,2,10,491,0,1,60.0,1,0,0,0,0.0,1,0.21,5,0,0,0,1,0,2,0,0,4,1
CHEVRON LUBRICANTS  LANKA  PLC,,1,0,0,1,1,2,17,21205,0,0,60.0,0,0,0,0,0.0,0,0.5,10,0,0,0,0,0,1,0,1,2,1
CHRISSWORLD PLC,https://chrissworld.com,1,1,1,1,1,1,15,5227,0,1,60.0,0,0,0,0,18.23,1,0.5,5,0,0,0,0,0,2,0,0,5,0
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,https://www.cdb.lk,1,1,1,1,1,2,10,15155,0,1,60.0,1,1,0,0,0.0,1,0.19,5,0,0,0,1,0,2,0,0,7,1
CITRUS LEISURE PLC,https://www.citrusleisure.com,1,0,1,0,0,2,21,0,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,2,0
CITY HOUSING & REAL ESTATE CO. PLC,,1,0,0,0,0,2,14,52,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,0,1
Co-operative Insurance Company PLC,,1,0,0,0,1,2,23,15180,0,0,60.0,0,0,0,0,0.0,0,0.5,15,0,0,0,0,0,1,0,1,1,1
COLOMBO CITY HOLDINGS PLC,,1,0,0,0,1,4,21,3659,0,0,60.0,0,0,0,0,0.0,0,0.21,10,0,0,0,1,0,1,0,1,1,2
COLOMBO DOCKYARD PLC,https://www.eurasiareview.com,1,0,1,0,0,2,21,58,0,1,60.0,0,0,0,0,44.15,1,0.23,5,0,0,0,1,0,1,0,0,2,1
COLOMBO FORT INVESTMENTS PLC,,1,0,0,0,0,2,14,100,0,0,60.0,0,0,0,0,0.0,0,0.15,5,0,0,0,1,0,1,0,1,0,2
COLOMBO INVESTMENT TRUST PLC,https://cal.lk,1,1,1,1,1,1,6,13609,0,1,60.0,1,0,0,0,0.0,1,0.23,5,0,0,0,1,0,2,0,0,6,1
COLOMBO LAND AND DEVELOPMENT COMPANY PLC,https://colomboland.com,1,0,1,0,0,1,15,164,0,1,60.0,0,0,0,0,16.46,1,0.23,10,0,0,0,1,0,2,0,0,2,1
COMMERCIAL BANK OF CEYLON PLC,https://www.boc.lk,1,0,1,1,1,2,10,26717,0,1,60.0,0,1,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,5,0
COMMERCIAL CREDIT AND FINANCE PLC,https://www.cclk.lk,1,1,1,1,1,2,11,4784,1,1,60.0,1,1,0,1,52.2,1,0.5,0,0,0,0,0,0,2,0,0,7,1
COMMERCIAL DEVELOPMENT COMPANY PLC,,1,0,0,0,0,2,14,52,0,0,60.0,0,0,0,0,0.0,0,0.46,5,0,0,0,1,0,1,0,1,1,2
CONVENIENCE FOODS LANKA PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.05,10,0,0,0,1,0,1,0,1,2,2
DANKOTUWA PORCELAIN PLC,https://www.dankotuwa.com,1,1,1,1,1,2,17,13689,0,1,60.0,1,0,0,1,59.08,1,0.22,15,0,0,0,1,0,1,0,0,6,2
DFCC BANK PLC,https://www.dfcc.lk,1,1,1,1,1,2,11,8524,0,1,60.0,0,0,1,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,5,1
DIALOG AXIATA PLC,https://www.dialog.lk,1,0,1,1,1,2,13,15615,1,1,60.0,0,0,0,1,43.25,1,0.5,0,0,0,0,0,0,2,0,0,4,1
DIALOG FINANCE PLC,https://www.dialog.lk,1,0,1,1,1,2,13,15615,1,1,60.0,0,0,0,1,43.25,1,0.23,10,0,0,0,1,0,2,0,0,4,2
DIESEL & MOTOR ENGINEERING PLC,https://dimoengineering.com,1,1,1,0,0,1,19,258,0,1,60.0,0,0,0,0,29.52,1,0.5,10,0,0,0,0,0,2,0,0,3,0
DIGITAL MOBILITY SOLUTIONS LANKA PLC,,1,0,0,0,0,2,14,100,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,0,1
DILMAH CEYLON TEA COMPANY PLC,https://www.dilmahtea.com,1,1,1,1,0,2,17,7111,0,1,60.0,1,0,0,0,35.78,1,0.5,0,0,0,0,0,0,2,0,0,5,0
DIPPED PRODUCTS PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
DISTILLERIES COMPANY OF SRI LANKA PLC,https://www.srilankabusiness.com,1,1,1,1,1,2,24,17944,0,1,60.0,1,0,0,0,6.94,1,0.23,5,0,0,0,1,0,2,0,0,6,1
DOLPHIN HOTELS PLC,https://www.brownshotels.com,1,0,1,0,0,2,20,276,0,1,60.0,1,0,0,0,4.11,1,0.21,10,0,0,0,1,0,2,0,0,3,1
E - CHANNELLING PLC,https://www.echannelling.com,1,1,1,0,0,2,20,38,0,1,60.0,0,0,0,0,73.85,1,0.5,5,0,0,0,0,0,1,0,0,3,0
E B CREASY & COMPANY PLC,https://ebcreasy.com,1,0,1,1,1,1,12,4140,0,1,60.0,0,0,0,0,39.32,1,0.5,5,0,0,0,0,0,1,0,0,4,0
E M L CONSULTANTS PLC,https://emlconsultants.com,1,1,1,1,1,1,18,5099,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
EAST WEST PROPERTIES PLC,https://www.eastwest.lk,1,1,1,1,0,2,15,8116,0,1,60.0,0,0,0,0,30.55,1,0.5,0,0,0,0,0,0,2,0,0,4,0
EASTERN MERCHANTS PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,0,0,0,0,0,0,1,0,1,2,1
EDEN HOTEL LANKA PLC,https://www.holidays4us.com,1,1,1,0,1,2,19,1883,0,1,60.0,1,0,0,0,9.69,1,0.5,0,0,0,0,0,0,1,0,0,5,0
ELPITIYA PLANTATIONS PLC,https://www.elpitiya.com,1,1,1,0,1,2,16,8941,0,1,60.0,0,0,0,0,14.66,1,0.2,20,0,0,0,1,0,2,0,0,4,1
EQUITY TWO PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.21,10,0,0,0,1,0,1,0,1,2,2
Ex-pack Corrugated Cartons PLC,https://www.expack.lk,1,1,1,0,1,2,13,7098,0,1,60.0,1,1,0,0,0.0,1,0.21,5,0,0,0,1,0,2,0,0,6,1
EXTERMINATORS PLC,,1,0,0,1,1,2,9,36639,1,0,60.0,0,0,0,0,0.0,0,0.28,10,0,0,0,1,0,1,0,1,3,2
FIRST CAPITAL HOLDINGS PLC,https://www.srilankaimmigration.org,1,1,1,1,1,2,27,13682,0,1,60.0,1,1,0,0,23.26,1,0.5,5,0,0,0,0,0,2,0,0,7,0
First Capital Treasuries PLC,,1,0,0,1,1,3,19,5003,0,0,60.0,0,0,0,0,0.0,0,0.5,15,0,0,1,0,0,1,0,1,3,1
GALADARI HOTELS (LANKA) PLC,https://www.galadarihotel.lk,1,0,1,0,0,2,20,276,0,1,60.0,0,0,0,0,40.79,1,0.5,5,0,0,0,0,0,2,0,0,2,0
GALLE FACE CAPITAL PARTNERS PLC,,1,0,0,1,0,2,19,29445,0,0,60.0,0,0,0,0,0.0,0,0.24,10,0,0,0,1,1,1,0,1,3,2
GESTETNER OF CEYLON PLC,https://www.gestetner.lk,1,1,1,1,1,2,16,8255,0,1,60.0,1,0,0,0,17.44,1,0.5,0,0,0,0,0,0,0,0,0,6,0
GREENTECH ENERGY PLC,https://gtech.lk,1,0,1,1,1,1,8,6114,0,1,60.0,0,0,0,0,5.99,1,0.55,10,0,0,0,1,1,2,0,0,7,1
HAPUGASTENNE PLANTATIONS PLC,https://www.brownsplantations.lk,1,1,1,1,1,2,24,7283,0,1,60.0,1,1,0,0,11.87,1,0.5,5,0,0,0,0,0,2,0,0,7,0
HARISCHANDRA MILLS PLC,https://www.harischandramills.com,1,0,1,0,0,2,25,164,0,1,60.0,0,0,0,0,35.55,1,0.18,15,0,0,0,1,0,1,0,0,2,1
HATTON NATIONAL BANK PLC,https://www.nsb.lk,1,0,1,1,1,2,10,2263,0,1,60.0,0,0,0,0,41.66,1,0.23,5,0,0,0,1,0,1,0,0,4,1
HATTON PLANTATIONS PLC,https://hattonplantations.lk,1,1,1,0,1,1,20,2127,0,1,60.0,0,0,0,0,16.85,1,0.5,0,0,0,0,0,0,1,0,0,4,0
HAYCARB PLC,https://www.haycarb.com,1,1,1,0,1,2,15,20801,0,1,60.0,1,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,0
HAYLEYS FABRIC PLC,https://www.hayleysfabric.com,1,0,1,1,1,2,21,9527,0,1,60.0,0,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,5,0
HAYLEYS FIBRE PLC,https://www.hayleysfibre.com,1,1,1,1,1,2,20,11406,0,1,60.0,1,0,0,0,23.64,1,0.5,0,0,0,0,0,0,2,0,0,6,0
HAYLEYS LEISURE PLC,https://www.hayleys.com,1,1,1,1,1,2,15,25190,0,1,60.0,0,0,0,0,0.0,1,0.28,10,0,0,0,1,0,2,0,0,6,1
HAYLEYS PLC,https://www.hayleys.com,1,1,1,1,1,2,15,25190,0,1,60.0,0,0,0,0,0.0,1,0.28,15,0,0,0,1,0,2,0,0,6,1
HELA APPAREL HOLDINGS PLC,https://www.helaclothing.com,1,0,1,0,0,2,20,276,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,3,0
HEMAS HOLDINGS PLC,https://www.hemas.com,1,1,1,1,1,2,13,5602,0,1,60.0,0,0,0,0,14.49,1,0.13,10,0,0,0,1,0,2,0,0,5,1
HIKKADUWA BEACH RESORT PLC,https://hikkaduwabeachhotels.com,1,1,1,1,1,1,24,4271,0,1,60.0,0,0,0,0,18.39,1,0.5,0,0,0,0,0,0,1,0,0,5,0
HNB FINANCE PLC,https://www.hnbfinance.lk,1,0,1,1,1,2,17,10007,0,1,60.0,1,0,0,0,16.94,1,0.7,10,0,0,0,1,1,2,0,0,7,1
HNB LIFE PLC,https://www.hnblife.lk,1,1,1,1,1,2,14,21548,0,1,60.0,0,0,0,1,40.27,1,0.5,0,0,0,0,0,0,2,0,0,5,1
HORANA PLANTATIONS PLC,https://www.sigiriyajungles.com,1,0,1,0,0,2,23,276,0,1,60.0,1,0,0,0,0.0,1,0.06,20,0,0,0,1,1,2,0,0,5,1
HOTEL SIGIRIYA PLC,https://www.centralbank.net.in,1,1,1,0,0,3,22,57,0,1,60.0,0,0,0,0,54.73,1,0.5,5,0,0,0,0,0,1,0,0,3,0
HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,https://hsenidbiz.com,1,1,1,1,1,1,13,7053,0,1,60.0,0,0,0,0,25.97,1,0.74,5,0,0,0,1,1,1,0,0,6,1
hSenid Business Solutions PLC,https://www.hunasfallshotels.com,1,0,1,0,0,2,24,276,0,1,60.0,1,1,0,0,5.81,1,0.74,5,0,0,0,1,1,2,0,0,5,1
HUNAS HOLDINGS PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,10,0,0,0,0,0,1,0,1,2,1
HUNTER & COMPANY PLC,https://www.srilankabusiness.com,1,1,1,1,1,2,24,17944,0,1,60.0,1,0,0,0,6.94,1,0.5,5,0,0,0,0,0,2,0,0,6,0
HVA FOODS PLC,,1,0,0,1,1,2,17,21280,0,0,60.0,0,0,0,0,0.0,0,0.17,10,1,1,1,1,1,1,0,1,6,2
INDUSTRIAL ASPHALTS (CEYLON) PLC,https://insureme.lk,1,1,1,1,1,1,11,11376,0,1,60.0,1,0,0,0,34.12,1,0.49,10,0,0,0,1,0,2,0,0,7,1
INSUREME INSURANCE BROKERS PLC,https://www.janashakthifinance.lk,1,1,1,1,1,2,25,5667,0,1,60.0,1,0,0,0,22.03,1,0.5,0,0,0,0,0,0,2,0,0,6,0
JANASHAKTHI FINANCE PLC,https://www.janashakthi.com,1,0,1,0,0,2,19,0,0,1,60.0,0,0,0,0,0.0,1,0.19,15,0,0,0,1,0,1,0,0,2,1
JANASHAKTHI INSURANCE PLC,https://www.janashakthi.com,1,0,1,0,0,2,19,0,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,2,1
JANASHAKTHI LIMITED,https://www.jatholdings.com,1,1,1,1,1,2,19,5267,0,1,60.0,1,0,0,0,0.0,1,0.5,5,0,0,0,1,1,2,0,0,7,1
JAT HOLDINGS PLC,https://www.jetwinghotels.com,1,0,1,0,0,2,21,0,0,1,60.0,0,0,0,0,0.0,1,0.19,5,0,0,0,1,0,1,0,0,2,1
JETWING SYMPHONY PLC,https://jfpackaging.lk,1,0,1,1,1,1,14,8114,0,1,60.0,0,0,0,0,14.87,1,0.23,10,0,0,0,1,0,2,0,0,4,1
JF PACKAGING PLC,https://www.keells.com,1,1,1,1,0,2,14,3595,0,1,60.0,1,1,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,6,0
JOHN KEELLS HOLDINGS PLC,https://www.keells.com,1,1,1,1,0,2,14,3595,0,1,60.0,1,1,0,0,0.0,1,0.23,10,0,0,0,1,0,2,0,0,6,1
JOHN KEELLS HOTELS PLC,https://www.keells.com,1,1,1,1,0,2,14,3595,0,1,60.0,1,1,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,6,0
JOHN KEELLS PLC,https://www.kahawatteplantations.lk,1,1,1,1,1,2,27,6539,0,1,60.0,1,1,0,0,21.72,1,0.5,5,0,0,0,0,0,2,0,0,7,0
KAHAWATTE  PLANTATIONS  PLC,https://www.kapruka.com,1,0,1,1,1,2,15,15078,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,4,0
KAPRUKA HOLDINGS PLC,https://www.keellsfoods.lk,1,1,1,1,1,2,18,3584,0,1,60.0,1,1,0,0,14.54,1,0.5,0,0,0,0,0,0,2,0,0,7,0
KEELLS FOOD PRODUCTS PLC,https://www.srilankabusiness.com,1,1,1,1,1,2,24,17944,0,1,60.0,1,0,0,0,6.94,1,0.28,25,0,0,0,1,0,2,0,0,7,1
